Id,CodeArticle,CodeBarre,Libelle,CodeDim1,LibelleDim1,CodeDim2,LibelleDim2,Fournisseur,FamilleNiv1,FamilleNiv2,FamilleNiv3,FamilleNiv4,FamilleNiv5,FamilleNiv6,FamilleNiv7,FamilleNiv8,Quantite_Achat,DateLibre,Prix_Vente_TND,Prix_Achat_TND,IdCategorie
886,ART000886,5949330781119,Philips Chaussures both,DIM1-23,there,DIM2-31,arrêter,Senia,Hygiène,power,demi,fenêtre,finally,lever,time,line,3,2023-06-26,1705.43,1155.77,CAT011
887,ART000887,3849655239178,Philips Chaussures écrire,DIM1-83,ligne,DIM2-97,abattre,Leoni AG,Cosmétiques,haine,masse,happen,mauvais,silencieux,raise,eat,39,2023-12-19,984.24,735.4,CAT028
888,ART000888,9462487238580,Nivea Stylo toward,DIM1-78,recently,DIM2-17,somme,Aziza,Cosmétiques,planche,on,record,faible,est,part,compagnon,48,2024-12-13,1027.74,708.2,CAT032
889,ART000889,7060558173574,Nike Chaussures colon,DIM1-35,membre,DIM2-73,inviter,Arab Tunisian Bank,Informatique,mériter,lutter,increase,institution,sauter,administration,garder,12,2023-10-08,1514.2,1094.42,CAT024
890,ART000890,0393427186694,Nivea T-shirt livre,DIM1-55,card,DIM2-12,impossible,Délice Danone,Bijouterie,sombre,même,accuser,tracer,chose,capable,language,44,2023-11-19,1946.68,1255.31,CAT044
891,ART000891,9738449812137,Danone Jus aujourd'hui,DIM1-20,terreur,DIM2-64,quelque,BIAT,Bijouterie,reduce,there,un,mean,dos,bord,famille,11,2024-02-16,584.95,360.23,CAT028
892,ART000892,7736556192212,Philips Parfum côte,DIM1-20,moyen,DIM2-17,calmer,Carrefour Tunisie,Maison & Jardin,term,campaign,if,suivre,appartenir,discuter,everybody,67,2024-06-20,858.32,523.19,CAT037
893,ART000893,9368359916764,Samsung Télévision administration,DIM1-66,court,DIM2-14,rire,BIAT,Informatique,y,toile,jeune,quinze,subir,support,which,53,2023-05-16,193.5,143.98,CAT043
894,ART000894,9379499952253,Bosch Livre situation,DIM1-33,sort,DIM2-75,evening,SOTUMAG,Bijouterie,return,soon,soumettre,speak,movement,clef,habiller,3,2023-06-21,232.3,160.89,CAT043
895,ART000895,6409805877154,Coca-Cola Chaise scientist,DIM1-51,phone,DIM2-6,sûr,SOTUMAG,Informatique,say,plonger,woman,dépasser,part,véritable,aile,91,2023-10-31,598.81,446.01,CAT038
896,ART000896,7216266032355,Nike Jus baby,DIM1-80,dès,DIM2-34,guy,Géant,Électronique,management,pas,semblable,middle,source,author,exemple,28,2023-07-29,374.25,298.07,CAT048
897,ART000897,1173670386251,Coca-Cola Livre read,DIM1-87,travel,DIM2-14,body,UTIC,Chaussures,de,yourself,show,durant,apporter,réclamer,lit,3,2023-07-13,16.66,10.04,CAT008
898,ART000898,8292482873216,Nike Eau peu,DIM1-59,capable,DIM2-89,suffire,Senia,Parfumerie,drug,head,off,church,absolu,cell,beau,93,2024-10-18,976.01,744.33,CAT040
899,ART000899,8428741627966,Bosch Fromage soulever,DIM1-89,general,DIM2-87,dangereux,Senia,Automobiles,head,benefit,ajouter,value,après,soirée,risk,12,2024-07-05,254.55,162.44,CAT001
900,ART000900,2623003607229,Danone Smartphone humain,DIM1-25,cruel,DIM2-4,absolu,Tunisie Telecom,Jouets,transformer,result,supposer,decade,give,revoir,oiseau,84,2024-10-21,294.58,202.42,CAT016
901,ART000901,9166316696878,Coca-Cola Eau act,DIM1-69,eau,DIM2-25,exécuter,SOTUMAG,Automobiles,family,attack,même,on,everything,above,veiller,99,2023-08-14,929.53,636.15,CAT031
902,ART000902,8015176429625,LG Réfrigérateur sable,DIM1-20,garde,DIM2-95,combat,Modern Leasing,Jouets,according,television,terrain,power,bit,comment,think,61,2024-07-04,44.16,31.66,CAT029
903,ART000903,5232280588373,Philips Table provide,DIM1-73,easy,DIM2-51,will,Délice Danone,Librairie,sister,violent,model,contain,skin,se,any,2,2023-03-09,209.81,144.0,CAT046
904,ART000904,5255862778887,Coca-Cola T-shirt moindre,DIM1-64,en,DIM2-95,papier,Amen Bank,Parfumerie,night,espace,exemple,suffer,voiture,buy,author,94,2024-10-04,1110.84,674.73,CAT019
905,ART000905,2935545920552,Nike Chaussures level,DIM1-66,light,DIM2-76,place,Arab Tunisian Bank,Jouets,chercher,parfaitement,ajouter,son,manage,character,two,30,2023-09-10,1430.01,863.45,CAT034
906,ART000906,1608958970155,Bosch Pain deux,DIM1-71,durant,DIM2-9,manier,Monoprix,Informatique,ask,problème,figure,lead,confier,accuser,fast,61,2024-12-01,238.3,187.73,CAT040
907,ART000907,1399799271562,Nike Sac en,DIM1-90,protéger,DIM2-56,smile,Groupe Poulina,Électronique,us,prix,similar,music,réel,stand,riche,37,2023-11-04,1453.79,972.25,CAT031
908,ART000908,0900737949996,Adidas Lampe station,DIM1-29,form,DIM2-76,return,Géant,Parfumerie,true,factor,atteindre,interesting,nouveau,matin,feel,92,2023-08-20,1315.63,1021.76,CAT009
909,ART000909,5916043598396,Danone Thé produce,DIM1-50,paysan,DIM2-54,himself,Aziza,Jouets,little,trembler,girl,reduce,malheur,never,than,21,2023-08-27,1245.58,919.41,CAT019
910,ART000910,7307177613501,Nivea Télévision poser,DIM1-62,mêler,DIM2-17,craindre,One Tech Group,Électroménager,doucement,fear,époque,mot,case,rest,dire,21,2023-03-09,1213.47,920.66,CAT007
911,ART000911,6532735514971,Philips Parfum fait,DIM1-31,diriger,DIM2-27,condamner,STB,Boissons,fenêtre,message,fruit,structure,various,rue,vous,3,2023-09-01,720.78,483.94,CAT017
912,ART000912,5702006174130,LG Chaise for,DIM1-65,write,DIM2-5,organization,SOTUMAG,Librairie,successful,successful,bring,cheval,tour,subir,plaire,56,2024-10-16,232.37,145.03,CAT015
913,ART000913,5076122283053,Nike Lampe fine,DIM1-34,kind,DIM2-44,energy,Aziza,Boissons,expérience,hope,talk,partner,approach,mort,voisin,99,2023-11-29,1756.04,1368.42,CAT018
914,ART000914,7778943327630,Coca-Cola Café fait,DIM1-66,also,DIM2-78,proposer,Yazaki Tunisia,Boissons,vie,minute,set,notre,devoir,créer,résoudre,57,2023-10-18,1598.98,994.86,CAT049
915,ART000915,0617906701513,Nestlé Réfrigérateur article,DIM1-79,écarter,DIM2-79,événement,Yazaki Tunisia,Chaussures,population,passé,place,wall,clair,court,relation,6,2024-06-16,1017.07,738.38,CAT011
916,ART000916,3919296921050,Bosch Table angoisse,DIM1-21,bed,DIM2-94,depuis,Carrefour Tunisie,Téléphonie,and,répéter,courant,tenter,light,court,state,98,2023-09-03,1014.26,785.14,CAT047
917,ART000917,9857887282064,Nivea Machine à laver cri,DIM1-47,vide,DIM2-43,ça,Leoni AG,Cosmétiques,nombreux,froid,just,history,certain,military,add,26,2024-09-27,881.02,664.15,CAT027
918,ART000918,6472452573786,Sony Smartphone run,DIM1-61,manager,DIM2-44,officer,Carrefour Tunisie,Bijouterie,address,about,keep,measure,low,offrir,couler,22,2024-12-16,175.04,130.06,CAT024
919,ART000919,8426809282614,Bosch T-shirt even,DIM1-81,ordre,DIM2-86,abattre,Orange Tunisie,Vêtements,deal,bad,along,impact,occur,dresser,vers,97,2023-10-21,1508.25,1142.41,CAT027
920,ART000920,7951279831242,Nestlé Machine à laver renoncer,DIM1-55,economy,DIM2-53,remember,UTIC,Téléphonie,because,strong,caresser,soi,only,public,able,67,2024-01-02,1590.24,1254.3,CAT024
921,ART000921,8671520771071,LG Pantalon article,DIM1-99,draw,DIM2-2,nourrir,BIAT,Hygiène,sign,picture,local,te,itself,transformer,importance,11,2023-03-13,679.92,541.48,CAT026
922,ART000922,9007017850209,IKEA Chaise anything,DIM1-8,journée,DIM2-51,other,Délice Danone,Vêtements,common,voici,après,âgé,soldat,his,exist,74,2024-06-07,120.33,95.78,CAT041
923,ART000923,3965974425266,Adidas Jus relationship,DIM1-38,avenir,DIM2-54,because,Senia,Chaussures,feel,jusque,oui,among,better,espèce,write,39,2024-11-05,1444.49,1129.37,CAT021
924,ART000924,6699768160855,Coca-Cola Smartphone model,DIM1-36,passer,DIM2-68,place,Arab Tunisian Bank,Vêtements,loi,power,name,fin,per,professeur,effacer,90,2024-01-26,810.86,519.78,CAT042
925,ART000925,2405744509990,L'Oréal Yaourt determine,DIM1-80,exprimer,DIM2-84,southern,Modern Leasing,Santé,hier,ouvert,chaise,cent,vision,such,quoi,84,2023-11-15,811.99,630.26,CAT013
926,ART000926,8985932135964,Samsung Télévision précis,DIM1-69,autrefois,DIM2-43,several,Senia,Vêtements,temps,room,aspect,coûter,evidence,joue,recognize,67,2023-01-07,1983.89,1275.14,CAT019
927,ART000927,5482987819212,Adidas Shampoing many,DIM1-40,politics,DIM2-67,likely,Géant,Électronique,imagine,gagner,rouge,pas,plonger,rest,study,3,2023-03-04,60.64,43.57,CAT035
928,ART000928,6172758045290,Coca-Cola Lampe note,DIM1-100,treatment,DIM2-39,president,UTIC,Bijouterie,perform,yeah,give,family,must,use,son,15,2023-02-23,1465.31,955.31,CAT024
929,ART000929,4019293605966,Bosch Shampoing vieux,DIM1-16,go,DIM2-7,vingt,Yazaki Tunisia,Téléphonie,étroit,war,profiter,chose,flot,store,measure,39,2023-11-24,1147.01,792.16,CAT001
930,ART000930,6115686223071,Nestlé Lampe titre,DIM1-96,government,DIM2-75,national,Amen Bank,Chaussures,heure,charge,already,voiture,parfois,effort,autrement,77,2024-10-12,471.51,309.74,CAT020
931,ART000931,2718624475637,L'Oréal Café chef,DIM1-87,sortir,DIM2-18,école,Senia,Bijouterie,portier,rentrer,notice,midi,bank,same,hand,95,2024-02-03,499.03,350.96,CAT021
932,ART000932,6356541802882,Coca-Cola Table inventer,DIM1-100,briller,DIM2-47,tour,Modern Leasing,Cosmétiques,lead,heure,in,continue,victime,list,importer,19,2023-02-04,1424.72,878.18,CAT027
933,ART000933,1329887123206,IKEA Ordinateur oeil,DIM1-17,necessary,DIM2-61,finally,Tunisie Telecom,Téléphonie,page,offer,century,you,cultural,charge,single,10,2023-01-23,741.74,504.79,CAT034
934,ART000934,2087783471065,Adidas Yaourt toute,DIM1-100,endormir,DIM2-51,pull,Monoprix,Maroquinerie,tax,media,jeter,consumer,tempête,particulier,quickly,64,2023-02-13,1274.74,940.51,CAT029
935,ART000935,5358597302737,Danone Parfum demi,DIM1-54,team,DIM2-21,win,Leoni AG,Bijouterie,hasard,exemple,croiser,guess,fill,near,roche,17,2024-11-24,972.1,608.42,CAT030
936,ART000936,0411678815962,Adidas Café instead,DIM1-68,early,DIM2-16,thought,Tunisie Telecom,Téléphonie,husband,gauche,myself,skin,money,écarter,vrai,61,2024-04-29,70.05,55.26,CAT011
937,ART000937,2489558770067,Apple Sac espérer,DIM1-78,yard,DIM2-53,pass,Yazaki Tunisia,Cosmétiques,collection,face,police,agent,design,carte,aujourd'hui,48,2024-10-29,1145.67,807.19,CAT003
938,ART000938,9801387162838,Bosch Réfrigérateur leur,DIM1-40,often,DIM2-48,hors,Carrefour Tunisie,Automobiles,art,coin,tell,eaux,far,imaginer,low,63,2023-04-11,60.82,38.22,CAT010
939,ART000939,7287156596950,IKEA Pain same,DIM1-7,head,DIM2-40,grow,Carrefour Tunisie,Électroménager,population,hold,jeu,watch,véritable,center,pain,24,2023-08-22,1639.15,984.17,CAT032
940,ART000940,4183952525206,Bosch Yaourt wall,DIM1-9,bout,DIM2-6,rate,UTIC,Jouets,big,siècle,certain,there,million,see,front,74,2023-02-16,622.86,485.87,CAT029
941,ART000941,0276947308824,Nike Chaussures art,DIM1-93,livrer,DIM2-78,déposer,Leoni AG,Vêtements,demande,unit,act,rose,oncle,frapper,rideau,65,2023-03-12,1274.74,879.55,CAT049
942,ART000942,1805257959908,LG Pantalon forcer,DIM1-94,political,DIM2-42,behavior,SOTUMAG,Parfumerie,terrible,cuisine,five,across,remettre,circonstance,goutte,86,2023-07-23,1249.06,807.6,CAT025
943,ART000943,7133996276869,Bosch Chaussures difficile,DIM1-70,edge,DIM2-6,ten,Modern Leasing,Sport & Loisirs,clef,cri,dégager,vieux,préparer,enfant,cercle,83,2024-04-04,181.62,134.66,CAT011
944,ART000944,8029890888194,Nivea Pain research,DIM1-99,five,DIM2-91,coach,Carrefour Tunisie,Chaussures,coin,trop,prison,bleu,divers,including,certes,83,2023-04-28,251.94,155.45,CAT036
945,ART000945,6670417103898,Adidas Fromage soirée,DIM1-74,président,DIM2-97,fill,Délice Danone,Maroquinerie,hôtel,ci,durer,an,figure,person,law,67,2024-01-18,382.84,268.19,CAT031
946,ART000946,4876507752577,Apple Smartphone enlever,DIM1-85,maladie,DIM2-69,colère,One Tech Group,Alimentation,agree,toujours,quality,certain,hésiter,throw,direction,36,2024-10-29,1574.58,1206.03,CAT016
947,ART000947,0667005994699,Nike Pain industry,DIM1-11,contraire,DIM2-69,empêcher,Arab Tunisian Bank,Librairie,artist,posséder,usage,necessary,annoncer,trial,fils,52,2024-03-10,1179.84,911.3,CAT032
948,ART000948,3323430658748,Bosch Smartphone upon,DIM1-56,son,DIM2-24,étaler,UTIC,Alimentation,government,risquer,cultural,puissant,white,veiller,oil,68,2024-07-30,638.18,394.53,CAT017
949,ART000949,5513919603484,Adidas Réfrigérateur épais,DIM1-22,mission,DIM2-37,refuser,Leoni AG,Électronique,deal,unit,courant,question,après,run,muet,33,2023-12-07,1537.77,1017.02,CAT010
950,ART000950,8466486741639,Nivea T-shirt speak,DIM1-22,confier,DIM2-8,minute,Arab Tunisian Bank,Librairie,chemin,go,voice,révolution,medical,always,facile,24,2024-02-03,59.21,39.06,CAT004
951,ART000951,0811441572816,Bosch Réfrigérateur seek,DIM1-19,vivre,DIM2-53,wait,Géant,Sport & Loisirs,bon,nothing,by,gris,whose,douleur,bag,49,2024-02-06,1883.45,1149.61,CAT008
952,ART000952,6055546542686,Nestlé Lampe manquer,DIM1-77,wish,DIM2-76,précipiter,Orange Tunisie,Jouets,behind,surface,douleur,understand,project,fast,throw,66,2024-06-07,1506.02,1189.56,CAT025
953,ART000953,6003011962279,Samsung Livre en,DIM1-41,such,DIM2-60,what,STB,Informatique,right,verser,tendre,six,mémoire,race,really,9,2024-03-27,970.92,705.58,CAT027
954,ART000954,7093409916501,Philips Smartphone blanc,DIM1-71,mur,DIM2-76,total,Yazaki Tunisia,Maison & Jardin,essayer,team,or,current,tax,along,vert,98,2023-05-15,1111.64,734.71,CAT009
955,ART000955,9595142954492,Nike T-shirt later,DIM1-11,finally,DIM2-82,caresser,BIAT,Électroménager,thousand,through,case,gun,préférer,âgé,naturel,19,2024-05-18,749.74,567.11,CAT011
956,ART000956,3447945923518,IKEA Yaourt seek,DIM1-72,relation,DIM2-58,décider,Délice Danone,Alimentation,family,serious,venir,autrement,papier,pénétrer,complètement,60,2024-05-09,1922.42,1264.66,CAT040
957,ART000957,7613049484149,Samsung Chaise sortir,DIM1-8,haut,DIM2-62,staff,Monoprix,Parfumerie,réalité,supposer,plusieurs,trois,sell,trade,reason,33,2024-03-21,1679.78,1343.57,CAT025
958,ART000958,3026564771153,Sony Eau beaucoup,DIM1-75,always,DIM2-66,baby,Carrefour Tunisie,Boissons,poitrine,clef,call,glace,even,I,chasse,21,2023-02-16,1479.67,908.5,CAT037
959,ART000959,5424738852376,IKEA Télévision final,DIM1-90,low,DIM2-16,avenir,Leoni AG,Chaussures,opportunity,soutenir,jardin,depuis,word,dangereux,témoin,36,2024-03-03,1757.17,1268.83,CAT014
960,ART000960,2679909666020,Nivea Cahier herself,DIM1-44,règle,DIM2-82,réunir,Monoprix,Téléphonie,machine,mouvement,interesting,chez,agiter,vague,act,35,2023-12-14,495.63,331.24,CAT021
961,ART000961,3780886693202,L'Oréal Pantalon such,DIM1-43,retrouver,DIM2-3,fil,Leoni AG,Alimentation,phone,trente,million,now,treatment,world,six,78,2023-09-27,955.68,701.99,CAT001
962,ART000962,7445657267650,Adidas T-shirt behind,DIM1-90,prendre,DIM2-91,paraître,Attijari Bank,Bébé & Enfant,moment,participant,about,doigt,goal,crainte,difficile,69,2023-05-20,166.89,121.87,CAT042
963,ART000963,9303264525731,Samsung Yaourt adresser,DIM1-86,paysage,DIM2-57,stand,Yazaki Tunisia,Santé,marche,intéresser,oeuvre,choice,fier,instead,hold,49,2023-04-08,1655.8,1121.56,CAT023
964,ART000964,8379900536691,Samsung Café dominer,DIM1-16,position,DIM2-60,during,Aziza,Électroménager,expression,créer,same,collection,pensée,employer,represent,57,2023-05-25,23.68,14.3,CAT048
965,ART000965,9310337008947,Nivea Livre terreur,DIM1-91,étroit,DIM2-46,du,Tunisie Telecom,Hygiène,activity,decade,envelopper,vague,sous,quinze,hit,79,2024-05-07,1252.35,806.8,CAT046
966,ART000966,2578047371981,Bosch Parfum soldier,DIM1-5,plaine,DIM2-36,owner,Attijari Bank,Parfumerie,now,tenter,find,three,food,should,chacun,27,2024-01-16,19.24,13.07,CAT041
967,ART000967,7926405327395,L'Oréal Livre nearly,DIM1-65,practice,DIM2-64,fait,One Tech Group,Chaussures,quand,succès,en,positive,white,trouver,cacher,25,2023-01-18,1321.38,970.47,CAT037
968,ART000968,2198596551025,L'Oréal Fromage activity,DIM1-23,least,DIM2-9,under,Amen Bank,Vêtements,pull,mois,dog,miss,market,général,employee,96,2024-03-10,134.77,106.03,CAT017
969,ART000969,9103852427627,Adidas Lampe chasse,DIM1-94,he,DIM2-36,effort,Tunisie Telecom,Alimentation,find,révéler,drive,possible,whom,account,rendre,89,2023-09-06,1357.08,882.89,CAT040
970,ART000970,6565317087303,Nike Yaourt créer,DIM1-1,aile,DIM2-55,père,Délice Danone,Librairie,marchand,do,là,realize,democratic,demi,fort,56,2023-07-28,1689.46,1106.27,CAT027
971,ART000971,9166019109040,Adidas Jus individual,DIM1-60,ouvrir,DIM2-64,cuisine,Aziza,Bijouterie,for,window,staff,tout,my,positive,professor,98,2023-03-12,91.71,59.14,CAT047
972,ART000972,6090937164580,IKEA Livre ah,DIM1-69,hard,DIM2-58,teacher,Géant,Alimentation,fier,learn,especially,structure,vérité,rapporter,special,51,2024-08-01,393.24,305.16,CAT006
973,ART000973,2890566518372,Danone Smartphone sister,DIM1-29,level,DIM2-89,sauver,UTIC,Hygiène,papier,else,hear,serrer,movie,present,près,32,2023-11-03,397.77,263.39,CAT022
974,ART000974,5023089964693,Nivea Eau faute,DIM1-13,général,DIM2-4,libre,Attijari Bank,Informatique,newspaper,physical,cost,dimanche,veiller,improve,épais,4,2023-02-19,1187.1,934.26,CAT041
975,ART000975,8803546946601,Sony Livre people,DIM1-14,effet,DIM2-61,interesting,Orange Tunisie,Librairie,let,machine,simple,tirer,nouveau,digne,clef,7,2023-02-04,1644.16,1247.63,CAT034
976,ART000976,9655868190045,Nestlé Télévision haut,DIM1-77,élever,DIM2-80,main,Modern Leasing,Cosmétiques,recommencer,send,ability,enfance,four,année,sable,81,2024-09-02,895.68,552.73,CAT008
977,ART000977,3801012457182,Samsung Ordinateur maison,DIM1-49,matière,DIM2-41,secours,SOTUMAG,Vêtements,political,discuter,process,although,great,riche,traverser,8,2024-10-09,1838.64,1123.33,CAT029
978,ART000978,8718671708041,Nivea Fromage seconde,DIM1-56,voix,DIM2-9,répandre,Yazaki Tunisia,Boissons,adult,why,sein,because,sans,échapper,bout,72,2023-08-06,109.15,74.26,CAT025
979,ART000979,2209400371774,Nestlé Fromage nearly,DIM1-53,image,DIM2-30,parfaitement,Arab Tunisian Bank,Parfumerie,now,membre,born,verser,nature,après,banc,2,2024-04-04,909.56,690.39,CAT030
980,ART000980,1657121186015,L'Oréal Fromage commencement,DIM1-13,trait,DIM2-44,un,Groupe Poulina,Téléphonie,dont,devant,heavy,partner,banc,store,en,67,2024-09-06,659.75,410.1,CAT013
981,ART000981,5968891096197,L'Oréal Smartphone trade,DIM1-92,français,DIM2-9,allow,Amen Bank,Électroménager,common,beauté,aussitôt,nommer,prononcer,monde,stand,74,2024-06-19,256.33,166.94,CAT033
982,ART000982,4460819714080,Nike T-shirt fil,DIM1-93,organization,DIM2-80,everyone,Modern Leasing,Électronique,others,all,activity,them,nation,vêtir,everybody,32,2023-11-06,279.66,171.18,CAT003
983,ART000983,9839859074297,L'Oréal Stylo bar,DIM1-56,character,DIM2-66,frère,Aziza,Automobiles,look,whatever,country,thus,trois,look,soldier,75,2024-04-14,1771.02,1114.19,CAT050
984,ART000984,9530164728614,Philips Parfum finally,DIM1-78,voice,DIM2-44,pass,Carrefour Tunisie,Santé,consulter,carry,important,comme,impact,rare,learn,2,2024-08-19,1037.77,763.45,CAT043
985,ART000985,4982468967018,Sony Ordinateur hope,DIM1-65,coach,DIM2-72,skill,Délice Danone,Informatique,term,another,battre,term,cause,cause,humide,45,2023-08-01,394.84,287.49,CAT013
986,ART000986,3525600858945,Nestlé Table unit,DIM1-9,parti,DIM2-44,cheveu,Tunisie Telecom,Jouets,time,jamais,achever,whatever,inconnu,ce,combat,89,2023-10-16,1385.22,997.29,CAT030
987,ART000987,0599342322104,Coca-Cola Cahier course,DIM1-75,whom,DIM2-73,visit,Géant,Parfumerie,chien,when,fond,rapidement,music,faute,unique,39,2024-11-11,840.3,521.8,CAT011
988,ART000988,9824021168232,Nike Ordinateur emmener,DIM1-29,prevent,DIM2-1,prendre,Orange Tunisie,Maison & Jardin,terme,attaquer,city,commercial,guy,natural,talk,60,2024-06-11,1249.72,869.99,CAT016
989,ART000989,5877452634887,Nestlé Cahier dont,DIM1-95,than,DIM2-49,hauteur,Tunisie Telecom,Bébé & Enfant,find,condamner,degree,but,penser,remettre,inquiéter,24,2023-07-13,1653.04,1111.77,CAT001
990,ART000990,5538828720473,Bosch Télévision material,DIM1-4,hundred,DIM2-72,section,Yazaki Tunisia,Vêtements,queue,rare,firm,seat,bar,avec,form,38,2023-02-26,883.61,633.67,CAT041
991,ART000991,6859315262108,Samsung Sac thought,DIM1-4,seek,DIM2-26,expliquer,Tunisie Telecom,Automobiles,discussion,succès,aider,beat,win,heart,sans,23,2024-12-24,441.8,328.6,CAT017
992,ART000992,5744331997114,Coca-Cola Cahier dream,DIM1-71,étage,DIM2-32,stock,One Tech Group,Électroménager,community,thousand,air,animal,durer,draw,fish,3,2023-10-10,356.27,278.65,CAT017
993,ART000993,8618881786023,Coca-Cola Smartphone loup,DIM1-87,précieux,DIM2-18,director,Senia,Cosmétiques,leave,produire,porter,past,écraser,colère,delà,44,2023-06-27,1872.55,1294.38,CAT020
